,Yearday,Weekday,Workday,Time,Home,Work,Work_Visit,Bringing,Education,Shop,Visit,Wandering,Hobby,Leisure,Personal_Care,Other,Driving_to_Home,Driving_to_Work,Driving_to_Work_Visit,Driving_to_Bringing,Driving_to_Education,Driving_to_Shop,Driving_to_Visit,Driving_to_Wandering,Driving_to_Hobby,Driving_to_Leisure,Driving_to_Personal_Care,Driving_to_Other
0,1,6,False,00:00,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,False,00:15,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,6,False,00:30,44922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0
3,1,6,False,00:45,44922,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,39,0,0
4,1,6,False,01:00,44922,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,24,0,0
5,1,6,False,01:15,44922,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,11,0,0
6,1,6,False,01:30,44922,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,7,0,0
7,1,6,False,01:45,44922,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,6,False,02:00,43851,0,0,0,0,0,0,0,0,78,0,0,0,0,0,625,0,0,446,0,0,0,0,0
9,1,6,False,02:15,43682,0,0,558,0,0,237,0,0,78,0,0,0,0,0,236,0,0,209,0,0,0,0,0
10,1,6,False,02:30,43682,0,0,763,0,0,352,0,0,78,0,0,0,0,0,31,0,0,94,0,0,0,0,0
11,1,6,False,02:45,43682,0,0,793,0,0,409,0,0,78,0,0,0,0,0,1,0,0,37,0,0,0,0,0
12,1,6,False,03:00,43682,0,0,794,0,0,436,0,0,78,0,0,0,0,0,0,0,0,10,0,0,0,0,0
13,1,6,False,03:15,43682,0,0,794,0,0,440,0,0,78,0,0,0,0,0,0,0,0,6,0,0,0,0,0
