,Yearday,Weekday,Workday,Time,Home,Work,Work_Visit,Bringing,Education,Shop,Visit,Wandering,Hobby,Leisure,Personal_Care,Other,Driving_to_Home,Driving_to_Work,Driving_to_Work_Visit,Driving_to_Bringing,Driving_to_Education,Driving_to_Shop,Driving_to_Visit,Driving_to_Wandering,Driving_to_Hobby,Driving_to_Leisure,Driving_to_Personal_Care,Driving_to_Other
0,1,6,False,00:00,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,False,00:15,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,6,False,00:30,44873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0
3,1,6,False,00:45,44873,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,57,0,0
4,1,6,False,01:00,44826,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,47,0,0,28,0,0
5,1,6,False,01:15,44826,0,0,0,0,0,23,0,0,110,0,0,0,0,0,0,0,0,24,0,0,17,0,0
6,1,6,False,01:30,44826,0,0,0,0,0,40,0,0,121,0,0,0,0,0,0,0,0,7,0,0,6,0,0
7,1,6,False,01:45,44826,0,0,0,0,0,0,0,0,127,0,0,47,0,0,0,0,0,0,0,0,0,0,0
8,1,6,False,02:00,44096,0,0,0,0,0,0,0,0,127,0,0,12,0,0,173,0,0,592,0,0,0,0,0
9,1,6,False,02:15,44102,0,0,146,0,0,340,0,0,127,0,0,6,0,0,27,0,0,252,0,0,0,0,0
10,1,6,False,02:30,44104,0,0,168,0,0,464,0,0,127,0,0,4,0,0,5,0,0,128,0,0,0,0,0
11,1,6,False,02:45,44104,0,0,173,0,0,541,0,0,127,0,0,4,0,0,0,0,0,51,0,0,0,0,0
12,1,6,False,03:00,44105,0,0,173,0,0,571,0,0,127,0,0,3,0,0,0,0,0,21,0,0,0,0,0
13,1,6,False,03:15,44108,0,0,173,0,0,591,0,0,127,0,0,0,0,0,0,0,0,1,0,0,0,0,0
