,Yearday,Weekday,Workday,Time,Home,Work,Work_Visit,Bringing,Education,Shop,Visit,Wandering,Hobby,Leisure,Personal_Care,Other,Driving_to_Home,Driving_to_Work,Driving_to_Work_Visit,Driving_to_Bringing,Driving_to_Education,Driving_to_Shop,Driving_to_Visit,Driving_to_Wandering,Driving_to_Hobby,Driving_to_Leisure,Driving_to_Personal_Care,Driving_to_Other
0,1,6,False,00:00,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,False,00:15,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,6,False,00:30,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,6,False,00:45,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,6,False,01:00,44274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0
5,1,6,False,01:15,44274,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0
6,1,6,False,01:30,44274,0,0,0,0,0,637,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0
7,1,6,False,01:45,44274,0,0,0,0,0,0,0,0,0,0,0,694,0,0,0,0,0,32,0,0,0,0,0
8,1,6,False,02:00,43198,0,0,0,0,0,15,0,0,0,0,0,271,0,0,304,0,0,1212,0,0,0,0,0
9,1,6,False,02:15,43326,0,0,288,0,0,700,0,0,0,0,0,99,0,0,60,0,0,527,0,0,0,0,0
10,1,6,False,02:30,43381,0,0,338,0,0,983,0,0,0,0,0,44,0,0,10,0,0,244,0,0,0,0,0
11,1,6,False,02:45,43405,0,0,348,0,0,1108,0,0,0,0,0,20,0,0,0,0,0,119,0,0,0,0,0
12,1,6,False,03:00,43419,0,0,348,0,0,1193,0,0,0,0,0,6,0,0,0,0,0,34,0,0,0,0,0
13,1,6,False,03:15,43422,0,0,348,0,0,1215,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0
