,Yearday,Weekday,Workday,Time,Home,Work,Work_Visit,Bringing,Education,Shop,Visit,Wandering,Hobby,Leisure,Personal_Care,Other,Driving_to_Home,Driving_to_Work,Driving_to_Work_Visit,Driving_to_Bringing,Driving_to_Education,Driving_to_Shop,Driving_to_Visit,Driving_to_Wandering,Driving_to_Hobby,Driving_to_Leisure,Driving_to_Personal_Care,Driving_to_Other
0,1,6,False,00:00,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,False,00:15,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,6,False,00:30,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,6,False,00:45,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,6,False,01:00,44476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,0,0,0
5,1,6,False,01:15,44476,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0
6,1,6,False,01:30,44476,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0
7,1,6,False,01:45,44476,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,60,0,0,0,0,0
8,1,6,False,02:00,44348,0,0,0,0,0,28,0,0,0,0,0,190,0,0,402,0,0,32,0,0,0,0,0
9,1,6,False,02:15,44181,0,0,315,0,0,49,0,0,0,0,0,74,0,0,370,0,0,11,0,0,0,0,0
10,1,6,False,02:30,44229,0,0,606,0,0,54,0,0,0,0,0,26,0,0,79,0,0,6,0,0,0,0,0
11,1,6,False,02:45,44240,0,0,661,0,0,57,0,0,0,0,0,15,0,0,24,0,0,3,0,0,0,0,0
12,1,6,False,03:00,44246,0,0,685,0,0,59,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0
13,1,6,False,03:15,44251,0,0,685,0,0,59,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0
